first				second				third				
A	T	C	G	A	T	C	G	A	T	C	G	length
0.213953	0.134884	0.297674	0.353488	0.27907	0.265116	0.195349	0.260465	0.186047	0.227907	0.274419	0.311628	648
0.226852	0.222222	0.203704	0.347222	0.314815	0.277778	0.231481	0.175926	0.347222	0.282407	0.171296	0.199074	651
0.347222	0.194444	0.231481	0.226852	0.37963	0.296296	0.185185	0.138889	0.189815	0.333333	0.236111	0.240741	651
0.287037	0.078704	0.268519	0.365741	0.314815	0.333333	0.203704	0.148148	0.194444	0.236111	0.263889	0.305556	651
0.282407	0.217593	0.175926	0.324074	0.416667	0.25	0.194444	0.138889	0.296296	0.388889	0.185185	0.12963	651
0.189815	0.189815	0.305556	0.314815	0.291667	0.263889	0.259259	0.185185	0.166667	0.310185	0.212963	0.310185	651
0.351852	0.12037	0.212963	0.314815	0.319444	0.347222	0.199074	0.134259	0.157407	0.263889	0.277778	0.300926	651
0.231481	0.125	0.217593	0.425926	0.240741	0.319444	0.236111	0.203704	0.194444	0.277778	0.273148	0.25463	651
0.231481	0.166667	0.226852	0.375	0.361111	0.268519	0.171296	0.199074	0.194444	0.287037	0.212963	0.305556	651
0.199074	0.111111	0.263889	0.425926	0.24537	0.296296	0.287037	0.171296	0.152778	0.296296	0.199074	0.351852	651
0.263889	0.171296	0.263889	0.300926	0.162037	0.444444	0.24537	0.148148	0.175926	0.175926	0.287037	0.361111	651
0.208333	0.125	0.351852	0.314815	0.356481	0.25	0.259259	0.134259	0.273148	0.212963	0.189815	0.324074	651
0.236111	0.125	0.203704	0.435185	0.273148	0.296296	0.236111	0.194444	0.157407	0.189815	0.365741	0.287037	651
0.262673	0.16129	0.211982	0.364055	0.138249	0.437788	0.253456	0.170507	0.110599	0.313364	0.235023	0.341014	654
0.253456	0.129032	0.211982	0.40553	0.341014	0.285714	0.24424	0.129032	0.165899	0.271889	0.308756	0.253456	654
0.271889	0.147465	0.285714	0.294931	0.304147	0.253456	0.230415	0.211982	0.211982	0.267281	0.276498	0.24424	654
0.322581	0.193548	0.211982	0.271889	0.258065	0.40553	0.16129	0.175115	0.124424	0.198157	0.267281	0.410138	654
0.193548	0.156682	0.313364	0.336406	0.262673	0.331797	0.221198	0.184332	0.198157	0.317972	0.21659	0.267281	654
0.267281	0.078341	0.235023	0.419355	0.262673	0.276498	0.271889	0.18894	0.184332	0.373272	0.211982	0.230415	654
0.258065	0.110599	0.198157	0.43318	0.267281	0.322581	0.248848	0.16129	0.16129	0.294931	0.211982	0.331797	654
0.151376	0.165138	0.298165	0.385321	0.233945	0.311927	0.229358	0.224771	0.169725	0.229358	0.192661	0.408257	657
0.211009	0.16055	0.325688	0.302752	0.33945	0.275229	0.165138	0.220183	0.155963	0.298165	0.275229	0.270642	657
0.178899	0.197248	0.307339	0.316514	0.344037	0.275229	0.146789	0.233945	0.201835	0.362385	0.146789	0.288991	657
0.169725	0.220183	0.307339	0.302752	0.229358	0.275229	0.275229	0.220183	0.224771	0.316514	0.215596	0.243119	657
0.307339	0.114679	0.224771	0.353211	0.298165	0.311927	0.206422	0.183486	0.206422	0.266055	0.261468	0.266055	657
0.261468	0.201835	0.243119	0.293578	0.380734	0.307339	0.16055	0.151376	0.229358	0.348624	0.229358	0.192661	657
0.284404	0.215596	0.178899	0.321101	0.344037	0.288991	0.238532	0.12844	0.256881	0.316514	0.197248	0.229358	657
0.228311	0.146119	0.283105	0.342466	0.319635	0.269406	0.246575	0.164384	0.178082	0.232877	0.173516	0.415525	660
0.187215	0.164384	0.273973	0.374429	0.242009	0.278539	0.292237	0.187215	0.13242	0.269406	0.319635	0.278539	660
0.283105	0.146119	0.246575	0.324201	0.150685	0.438356	0.210046	0.200913	0.13242	0.242009	0.305936	0.319635	660
0.319635	0.182648	0.219178	0.278539	0.146119	0.429224	0.255708	0.16895	0.073059	0.305936	0.287671	0.333333	660
0.273973	0.105023	0.273973	0.347032	0.255708	0.319635	0.214612	0.210046	0.214612	0.255708	0.237443	0.292237	660
0.251142	0.136986	0.242009	0.369863	0.30137	0.287671	0.242009	0.16895	0.178082	0.278539	0.228311	0.315068	660
0.205479	0.173516	0.269406	0.351598	0.260274	0.305936	0.260274	0.173516	0.155251	0.200913	0.296804	0.347032	660
0.205479	0.118721	0.278539	0.39726	0.319635	0.269406	0.223744	0.187215	0.232877	0.26484	0.210046	0.292237	660
0.242009	0.182648	0.237443	0.3379	0.237443	0.30137	0.269406	0.191781	0.187215	0.315068	0.210046	0.287671	660
0.223744	0.251142	0.255708	0.269406	0.328767	0.328767	0.191781	0.150685	0.205479	0.305936	0.200913	0.287671	660
0.255708	0.205479	0.200913	0.3379	0.228311	0.442922	0.191781	0.136986	0.123288	0.269406	0.310502	0.296804	660
0.200913	0.150685	0.223744	0.424658	0.232877	0.260274	0.378995	0.127854	0.16895	0.287671	0.237443	0.305936	660
0.251142	0.205479	0.228311	0.315068	0.200913	0.429224	0.187215	0.182648	0.118721	0.228311	0.292237	0.360731	660
0.283105	0.082192	0.182648	0.452055	0.273973	0.328767	0.223744	0.173516	0.196347	0.278539	0.30137	0.223744	660
0.246575	0.205479	0.246575	0.30137	0.178082	0.410959	0.223744	0.187215	0.159817	0.26484	0.269406	0.305936	660
0.246575	0.105023	0.273973	0.374429	0.292237	0.315068	0.164384	0.228311	0.223744	0.26484	0.242009	0.269406	660
0.310502	0.082192	0.191781	0.415525	0.232877	0.242009	0.273973	0.251142	0.141553	0.246575	0.369863	0.242009	660
0.260274	0.178082	0.214612	0.347032	0.356164	0.296804	0.159817	0.187215	0.182648	0.296804	0.273973	0.246575	660
0.245455	0.145455	0.286364	0.322727	0.345455	0.309091	0.154545	0.190909	0.190909	0.236364	0.345455	0.227273	663
0.236364	0.109091	0.236364	0.418182	0.245455	0.318182	0.295455	0.140909	0.172727	0.286364	0.140909	0.4	663
0.254545	0.159091	0.286364	0.3	0.295455	0.313636	0.272727	0.118182	0.168182	0.286364	0.222727	0.322727	663
0.304545	0.163636	0.236364	0.295455	0.286364	0.290909	0.222727	0.2	0.131818	0.263636	0.322727	0.281818	663
0.204545	0.163636	0.313636	0.318182	0.109091	0.459091	0.268182	0.163636	0.163636	0.213636	0.222727	0.4	663
0.272727	0.086364	0.259091	0.381818	0.227273	0.340909	0.231818	0.2	0.204545	0.245455	0.345455	0.204545	663
0.236364	0.168182	0.245455	0.35	0.313636	0.295455	0.209091	0.181818	0.140909	0.286364	0.277273	0.295455	663
0.218182	0.081818	0.272727	0.427273	0.295455	0.240909	0.340909	0.122727	0.2	0.245455	0.136364	0.418182	663
0.213636	0.140909	0.295455	0.35	0.290909	0.313636	0.213636	0.181818	0.145455	0.281818	0.159091	0.413636	663
0.218182	0.236364	0.277273	0.268182	0.204545	0.427273	0.186364	0.181818	0.168182	0.218182	0.236364	0.377273	663
0.304545	0.163636	0.222727	0.309091	0.372727	0.327273	0.172727	0.127273	0.240909	0.259091	0.222727	0.277273	663
0.2	0.104545	0.254545	0.440909	0.263636	0.263636	0.254545	0.218182	0.172727	0.204545	0.327273	0.295455	663
0.263636	0.1	0.231818	0.404545	0.263636	0.304545	0.277273	0.154545	0.240909	0.218182	0.245455	0.295455	663
0.277273	0.081818	0.290909	0.35	0.354545	0.286364	0.209091	0.15	0.204545	0.2	0.286364	0.309091	663
0.352941	0.221719	0.140271	0.285068	0.366516	0.285068	0.162896	0.18552	0.334842	0.38914	0.180995	0.095023	666
0.266968	0.140271	0.280543	0.312217	0.357466	0.330317	0.176471	0.135747	0.298643	0.289593	0.153846	0.257919	666
0.285068	0.176471	0.20362	0.334842	0.162896	0.420814	0.239819	0.176471	0.171946	0.244344	0.221719	0.361991	666
0.20362	0.180995	0.230769	0.384615	0.343891	0.262443	0.226244	0.167421	0.180995	0.230769	0.176471	0.411765	666
0.244344	0.271493	0.226244	0.257919	0.176471	0.429864	0.230769	0.162896	0.126697	0.221719	0.375566	0.276018	666
0.244344	0.18552	0.19457	0.375566	0.312217	0.321267	0.230769	0.135747	0.226244	0.266968	0.257919	0.248869	666
0.283784	0.144144	0.265766	0.306306	0.297297	0.265766	0.247748	0.189189	0.126126	0.234234	0.378378	0.261261	669
0.396396	0.184685	0.175676	0.243243	0.333333	0.342342	0.18018	0.144144	0.279279	0.351351	0.162162	0.207207	669
0.265766	0.216216	0.265766	0.252252	0.202703	0.405405	0.243243	0.148649	0.13964	0.198198	0.207207	0.454955	669
0.252252	0.103604	0.265766	0.378378	0.400901	0.265766	0.202703	0.130631	0.274775	0.216216	0.175676	0.333333	669
0.333333	0.157658	0.171171	0.337838	0.315315	0.274775	0.265766	0.144144	0.243243	0.333333	0.207207	0.216216	669
0.225225	0.234234	0.247748	0.292793	0.324324	0.225225	0.216216	0.234234	0.193694	0.283784	0.279279	0.243243	669
0.18018	0.166667	0.265766	0.387387	0.247748	0.333333	0.261261	0.157658	0.283784	0.22973	0.252252	0.234234	669
0.261261	0.202703	0.283784	0.252252	0.198198	0.369369	0.279279	0.153153	0.126126	0.256757	0.202703	0.414414	669
0.193694	0.153153	0.265766	0.387387	0.297297	0.247748	0.238739	0.216216	0.243243	0.306306	0.22973	0.220721	669
0.315315	0.103604	0.27027	0.310811	0.306306	0.31982	0.238739	0.135135	0.153153	0.261261	0.288288	0.297297	669
0.234234	0.148649	0.292793	0.324324	0.351351	0.279279	0.216216	0.153153	0.162162	0.274775	0.256757	0.306306	669
0.247748	0.103604	0.292793	0.355856	0.27027	0.328829	0.175676	0.225225	0.103604	0.247748	0.306306	0.342342	669
0.274775	0.162162	0.252252	0.310811	0.292793	0.342342	0.171171	0.193694	0.202703	0.279279	0.220721	0.297297	669
0.256757	0.103604	0.288288	0.351351	0.324324	0.324324	0.171171	0.18018	0.171171	0.216216	0.297297	0.315315	669
0.233184	0.224215	0.237668	0.304933	0.143498	0.403587	0.233184	0.219731	0.201794	0.309417	0.219731	0.269058	672
0.286996	0.139013	0.264574	0.309417	0.309417	0.282511	0.251121	0.156951	0.134529	0.219731	0.358744	0.286996	672
0.233184	0.134529	0.273543	0.358744	0.345291	0.331839	0.170404	0.152466	0.215247	0.304933	0.2287	0.251121	672
0.327354	0.152466	0.183857	0.336323	0.273543	0.327354	0.201794	0.197309	0.233184	0.336323	0.183857	0.246637	672
0.278027	0.147982	0.251121	0.32287	0.304933	0.269058	0.210762	0.215247	0.170404	0.278027	0.246637	0.304933	672
0.282511	0.143498	0.215247	0.358744	0.264574	0.161435	0.358744	0.215247	0.219731	0.242152	0.29148	0.246637	672
0.170404	0.161435	0.29148	0.376682	0.242152	0.29148	0.264574	0.201794	0.156951	0.206278	0.286996	0.349776	672
0.2287	0.197309	0.237668	0.336323	0.273543	0.251121	0.233184	0.242152	0.071749	0.237668	0.35426	0.336323	672
0.254464	0.245536	0.205357	0.294643	0.165179	0.4375	0.245536	0.151786	0.125	0.258929	0.236607	0.379464	675
0.352679	0.165179	0.160714	0.321429	0.3125	0.263393	0.232143	0.191964	0.28125	0.285714	0.254464	0.178571	675
0.205357	0.227679	0.258929	0.308036	0.254464	0.267857	0.25	0.227679	0.285714	0.308036	0.151786	0.254464	675
0.352679	0.151786	0.227679	0.267857	0.303571	0.290179	0.263393	0.142857	0.294643	0.352679	0.183036	0.169643	675
0.21875	0.15625	0.232143	0.392857	0.232143	0.25	0.299107	0.21875	0.214286	0.258929	0.254464	0.272321	675
0.21875	0.1875	0.232143	0.361607	0.330357	0.254464	0.209821	0.205357	0.160714	0.25	0.227679	0.361607	675
0.24	0.151111	0.262222	0.346667	0.311111	0.377778	0.191111	0.12	0.222222	0.297778	0.168889	0.311111	678
0.297778	0.151111	0.262222	0.288889	0.342222	0.315556	0.191111	0.151111	0.222222	0.302222	0.222222	0.253333	678
0.195556	0.102222	0.324444	0.377778	0.28	0.324444	0.2	0.195556	0.146667	0.248889	0.306667	0.297778	678
0.257778	0.142222	0.226667	0.373333	0.253333	0.266667	0.297778	0.182222	0.253333	0.213333	0.248889	0.284444	678
0.226667	0.164444	0.293333	0.315556	0.324444	0.288889	0.204444	0.182222	0.186667	0.217778	0.333333	0.262222	678
0.226667	0.195556	0.297778	0.28	0.2	0.413333	0.177778	0.208889	0.08	0.2	0.302222	0.417778	678
0.297778	0.146667	0.164444	0.391111	0.333333	0.253333	0.235556	0.177778	0.226667	0.284444	0.24	0.248889	678
0.2	0.24	0.244444	0.315556	0.191111	0.4	0.226667	0.182222	0.16	0.288889	0.275556	0.275556	678
0.248889	0.12	0.226667	0.404444	0.302222	0.337778	0.222222	0.137778	0.16	0.293333	0.302222	0.244444	678
0.32	0.217778	0.208889	0.253333	0.275556	0.311111	0.213333	0.2	0.208889	0.302222	0.182222	0.306667	678
0.235556	0.173333	0.244444	0.346667	0.315556	0.297778	0.217778	0.168889	0.12	0.248889	0.333333	0.297778	678
0.278761	0.110619	0.283186	0.327434	0.300885	0.300885	0.216814	0.181416	0.19469	0.29646	0.225664	0.283186	681
0.256637	0.252212	0.247788	0.243363	0.176991	0.40708	0.181416	0.234513	0.115044	0.20354	0.29646	0.384956	681
0.230088	0.141593	0.292035	0.336283	0.331858	0.283186	0.163717	0.221239	0.207965	0.283186	0.256637	0.252212	681
0.216814	0.10177	0.30531	0.376106	0.261062	0.314159	0.243363	0.181416	0.168142	0.128319	0.464602	0.238938	681
0.264317	0.127753	0.23348	0.374449	0.286344	0.370044	0.167401	0.176211	0.110132	0.220264	0.30837	0.361233	684
0.171806	0.140969	0.255507	0.431718	0.268722	0.30837	0.259912	0.162996	0.242291	0.251101	0.229075	0.277533	684
0.189427	0.215859	0.348018	0.246696	0.193833	0.286344	0.242291	0.277533	0.202643	0.229075	0.286344	0.281938	684
0.23348	0.189427	0.189427	0.387665	0.193833	0.348018	0.273128	0.185022	0.202643	0.237885	0.312775	0.246696	684
0.192982	0.105263	0.302632	0.399123	0.298246	0.307018	0.197368	0.197368	0.171053	0.223684	0.27193	0.333333	687
0.25	0.127193	0.328947	0.29386	0.355263	0.29386	0.175439	0.175439	0.171053	0.29386	0.276316	0.258772	687
0.171053	0.096491	0.359649	0.372807	0.342105	0.25	0.236842	0.171053	0.20614	0.214912	0.223684	0.355263	687
0.25	0.188596	0.201754	0.359649	0.179825	0.421053	0.214912	0.184211	0.109649	0.27193	0.27193	0.346491	687
0.258772	0.122807	0.232456	0.385965	0.328947	0.27193	0.223684	0.175439	0.122807	0.175439	0.342105	0.359649	687
0.245614	0.149123	0.241228	0.364035	0.289474	0.307018	0.267544	0.135965	0.254386	0.254386	0.179825	0.311404	687
0.279476	0.117904	0.231441	0.371179	0.28821	0.248908	0.275109	0.187773	0.165939	0.253275	0.310044	0.270742	690
0.227074	0.126638	0.275109	0.371179	0.296943	0.323144	0.187773	0.19214	0.183406	0.200873	0.270742	0.344978	690
0.222707	0.200873	0.244541	0.331878	0.104803	0.41048	0.262009	0.222707	0.170306	0.262009	0.240175	0.327511	690
0.213974	0.165939	0.30131	0.318777	0.31441	0.283843	0.227074	0.174672	0.174672	0.275109	0.240175	0.310044	690
0.218341	0.126638	0.310044	0.344978	0.266376	0.292576	0.222707	0.218341	0.235808	0.248908	0.20524	0.310044	690
0.235808	0.091703	0.244541	0.427948	0.248908	0.275109	0.31441	0.161572	0.161572	0.235808	0.253275	0.349345	690
0.253275	0.10917	0.270742	0.366812	0.30131	0.270742	0.248908	0.179039	0.157205	0.240175	0.318777	0.283843	690
0.266376	0.113537	0.275109	0.344978	0.323144	0.279476	0.240175	0.157205	0.152838	0.200873	0.248908	0.39738	690
0.244541	0.104803	0.275109	0.375546	0.244541	0.305677	0.266376	0.183406	0.148472	0.31441	0.240175	0.296943	690
0.266376	0.196507	0.148472	0.388646	0.358079	0.240175	0.235808	0.165939	0.213974	0.227074	0.28821	0.270742	690
0.20524	0.170306	0.28821	0.336245	0.270742	0.331878	0.209607	0.187773	0.152838	0.20524	0.283843	0.358079	690
0.343478	0.195652	0.195652	0.265217	0.273913	0.330435	0.252174	0.143478	0.26087	0.313043	0.2	0.226087	693
0.291304	0.147826	0.226087	0.334783	0.26087	0.352174	0.221739	0.165217	0.152174	0.273913	0.282609	0.291304	693
0.243478	0.186957	0.230435	0.33913	0.269565	0.386957	0.169565	0.173913	0.204348	0.278261	0.182609	0.334783	693
0.213043	0.130435	0.308696	0.347826	0.286957	0.330435	0.182609	0.2	0.186957	0.278261	0.234783	0.3	693
0.23913	0.173913	0.23913	0.347826	0.265217	0.295652	0.273913	0.165217	0.143478	0.213043	0.334783	0.308696	693
0.226087	0.152174	0.23913	0.382609	0.265217	0.3	0.226087	0.208696	0.195652	0.330435	0.178261	0.295652	693
0.247826	0.13913	0.256522	0.356522	0.278261	0.295652	0.243478	0.182609	0.269565	0.343478	0.169565	0.217391	693
0.26087	0.156522	0.252174	0.330435	0.269565	0.313043	0.217391	0.2	0.182609	0.265217	0.3	0.252174	693
0.256522	0.173913	0.247826	0.321739	0.304348	0.308696	0.243478	0.143478	0.226087	0.247826	0.213043	0.313043	693
0.321739	0.243478	0.165217	0.269565	0.404348	0.265217	0.16087	0.169565	0.208696	0.330435	0.282609	0.178261	693
0.251082	0.138528	0.229437	0.380952	0.329004	0.268398	0.246753	0.155844	0.168831	0.177489	0.38961	0.264069	696
0.225108	0.138528	0.251082	0.385281	0.311688	0.281385	0.21645	0.190476	0.177489	0.298701	0.203463	0.320346	696
0.238095	0.164502	0.207792	0.38961	0.316017	0.277056	0.220779	0.186147	0.177489	0.268398	0.246753	0.307359	696
0.203463	0.199134	0.160173	0.437229	0.138528	0.372294	0.25974	0.229437	0.155844	0.354978	0.251082	0.238095	696
0.385281	0.082251	0.190476	0.341991	0.246753	0.25974	0.294372	0.199134	0.134199	0.246753	0.34632	0.272727	696
0.268398	0.116883	0.246753	0.367965	0.281385	0.277056	0.281385	0.160173	0.255411	0.268398	0.199134	0.277056	696
0.194805	0.177489	0.268398	0.359307	0.246753	0.285714	0.264069	0.203463	0.220779	0.229437	0.181818	0.367965	696
0.17316	0.147186	0.307359	0.372294	0.350649	0.290043	0.186147	0.17316	0.155844	0.190476	0.268398	0.385281	696
0.255411	0.112554	0.25974	0.372294	0.268398	0.324675	0.225108	0.181818	0.233766	0.233766	0.229437	0.30303	696
0.268398	0.160173	0.212121	0.359307	0.181818	0.376623	0.268398	0.17316	0.194805	0.233766	0.281385	0.290043	696
0.238095	0.116883	0.229437	0.415584	0.264069	0.277056	0.242424	0.21645	0.186147	0.246753	0.268398	0.298701	696
0.186147	0.142857	0.281385	0.38961	0.354978	0.272727	0.238095	0.134199	0.160173	0.246753	0.238095	0.354978	696
0.268398	0.190476	0.207792	0.333333	0.134199	0.411255	0.285714	0.168831	0.155844	0.229437	0.277056	0.337662	696
0.212121	0.103896	0.298701	0.385281	0.329004	0.277056	0.225108	0.168831	0.151515	0.333333	0.251082	0.264069	696
0.181818	0.17316	0.268398	0.376623	0.25974	0.242424	0.238095	0.25974	0.151515	0.212121	0.30303	0.333333	696
0.294372	0.177489	0.212121	0.316017	0.311688	0.272727	0.251082	0.164502	0.320346	0.290043	0.199134	0.190476	696
0.242424	0.155844	0.246753	0.354978	0.359307	0.272727	0.186147	0.181818	0.12987	0.264069	0.281385	0.324675	696
0.220779	0.134199	0.251082	0.393939	0.324675	0.255411	0.25974	0.160173	0.151515	0.186147	0.354978	0.307359	696
0.225108	0.181818	0.281385	0.311688	0.294372	0.255411	0.207792	0.242424	0.147186	0.290043	0.290043	0.272727	696
0.290043	0.125541	0.242424	0.341991	0.337662	0.320346	0.225108	0.116883	0.203463	0.242424	0.272727	0.281385	696
0.262931	0.146552	0.280172	0.310345	0.224138	0.331897	0.237069	0.206897	0.146552	0.172414	0.241379	0.439655	699
0.237069	0.125	0.198276	0.439655	0.284483	0.318966	0.237069	0.159483	0.172414	0.284483	0.327586	0.215517	699
0.344828	0.219828	0.224138	0.211207	0.353448	0.318966	0.133621	0.193966	0.293103	0.344828	0.168103	0.193966	699
0.301724	0.125	0.25	0.323276	0.275862	0.310345	0.224138	0.189655	0.241379	0.383621	0.189655	0.185345	699
0.297414	0.159483	0.211207	0.331897	0.267241	0.262931	0.267241	0.202586	0.112069	0.288793	0.327586	0.271552	699
0.224138	0.099138	0.288793	0.387931	0.344828	0.215517	0.25431	0.185345	0.262931	0.262931	0.224138	0.25	699
0.237069	0.112069	0.232759	0.418103	0.284483	0.297414	0.232759	0.185345	0.133621	0.310345	0.211207	0.344828	699
0.215517	0.176724	0.293103	0.314655	0.25431	0.275862	0.280172	0.189655	0.193966	0.306034	0.25	0.25	699
0.327586	0.159483	0.211207	0.301724	0.306034	0.24569	0.232759	0.215517	0.172414	0.275862	0.293103	0.258621	699
0.344828	0.202586	0.189655	0.262931	0.409483	0.331897	0.116379	0.142241	0.224138	0.422414	0.181034	0.172414	699
0.224138	0.12931	0.318966	0.327586	0.327586	0.327586	0.172414	0.172414	0.163793	0.284483	0.25	0.301724	699
0.237069	0.107759	0.237069	0.418103	0.344828	0.25	0.24569	0.159483	0.271552	0.241379	0.215517	0.271552	699
0.351931	0.175966	0.197425	0.274678	0.257511	0.283262	0.291845	0.167382	0.313305	0.261803	0.197425	0.227468	702
0.257511	0.107296	0.300429	0.334764	0.296137	0.313305	0.188841	0.201717	0.128755	0.236052	0.27897	0.356223	702
0.287554	0.120172	0.201717	0.390558	0.283262	0.296137	0.23176	0.188841	0.184549	0.145923	0.369099	0.300429	702
0.180258	0.206009	0.304721	0.309013	0.291845	0.317597	0.201717	0.188841	0.150215	0.236052	0.218884	0.39485	702
0.175966	0.158798	0.360515	0.304721	0.218884	0.334764	0.218884	0.227468	0.145923	0.244635	0.274678	0.334764	702
0.2103	0.167382	0.300429	0.321888	0.32618	0.270386	0.223176	0.180258	0.175966	0.244635	0.253219	0.32618	702
0.291845	0.077253	0.244635	0.386266	0.309013	0.270386	0.214592	0.206009	0.201717	0.313305	0.274678	0.2103	702
0.214592	0.167382	0.23176	0.386266	0.283262	0.304721	0.227468	0.184549	0.145923	0.296137	0.236052	0.321888	702
0.25641	0.200855	0.222222	0.320513	0.303419	0.252137	0.273504	0.17094	0.252137	0.252137	0.230769	0.264957	705
0.303419	0.24359	0.15812	0.294872	0.179487	0.42735	0.235043	0.15812	0.132479	0.247863	0.299145	0.320513	705
0.175214	0.200855	0.311966	0.311966	0.25641	0.286325	0.205128	0.252137	0.175214	0.282051	0.311966	0.230769	705
